term,coef,std_error,t_value,p_value,ci_low,ci_high,nobs,r2,outcome,lag_length,spec,spec_type,interpretation_note,naive_std_error,standard_error_note,n_lags
month_3,-0.07527352762078295,0.08408824594154149,-0.8951730028131807,0.37069461406406545,-0.24008346118935064,0.08953640594778474,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_4,-0.2311356861720479,0.13732498744757055,-1.6831291265203534,0.09235009711385353,-0.5002877157467012,0.038016343402605374,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_5,-0.34076411919205485,0.12211423629106032,-2.7905355635999776,0.005262091895787274,-0.5801036243221471,-0.1014246140619626,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_6,-0.3562536517560567,0.09491247377040984,-3.7534966438428587,0.00017438486822049718,-0.5422786820296626,-0.17022862148245088,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_7,-0.2704335013322966,0.09421223442482844,-2.87047115465746,0.004098605898640936,-0.45508608770800496,-0.08578091495658821,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_8,-0.27046229374324376,0.08989588810174065,-3.008616961847522,0.002624397622048192,-0.4466549967808982,-0.09426959070558932,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_9,-0.26161235814937756,0.07555517355776352,-3.462534010981649,0.0005351142788821428,-0.40969777716826705,-0.11352693913048803,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_10,-0.13303496901580913,0.07682775235475967,-1.7316004300308976,0.08334472960620595,-0.28361459664430044,0.017544658612682146,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_11,-0.11328816242848239,0.07231921819562141,-1.5665014812804137,0.11723126207055946,-0.2550312254819941,0.02845490062502934,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_12,0.06703076189581902,0.05878363663642861,1.1402962751419774,0.25416288912985974,-0.0481830487918703,0.18224457258350835,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
cumulative_policy_intensity_m_lag,-0.6628291667903723,,,,,,,,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Cumulative dynamic relative response; naive SE ignores lag covariance.,0.1874985445399748,naive_std_error ignores covariance across lag coefficients,4.0
cumulative_delivery_intensity_m_lag,1.2396829088278167,,,,,,,,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Cumulative delivery-policy sensitivity response; naive SE ignores lag covariance.,0.25124087360669234,naive_std_error ignores covariance across lag coefficients,4.0
const,0.09632416479185432,0.03258363790131644,2.956212718898483,0.0031144221346234378,0.032461408019979834,0.16018692156372882,111.0,0.9504182282908045,gap_equal_main,3,S2_delivery_price_tourism_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag0,-0.0164967823376862,0.032193520417491434,-0.5124255478665558,0.6083532146306012,-0.0795949228915243,0.0466013582161519,111.0,0.9504182282908045,gap_equal_main,3,S2_delivery_price_tourism_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
